group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
7,CTD-2538C1.2,-0.04506913,1.318602,0.9640522077447619,0.9893323898445292,1.0,1.0
7,AC007193.9,-0.04506913,1.2815688,0.9640522077447619,0.9893323898445292,1.0,1.0
7,LILRA5,-0.04506913,1.2709023,0.9640522077447619,0.9893323898445292,1.0,1.0
7,ACTC1,-0.04506913,1.2834336,0.9640522077447619,0.9893323898445292,1.0,1.0
7,MUC7,-0.04506913,1.2781633,0.9640522077447619,0.9893323898445292,1.0,1.0
7,RP11-679C8.2,-0.04506913,1.3367047,0.9640522077447619,0.9893323898445292,1.0,1.0
7,COL25A1,-0.04506913,1.2678783,0.9640522077447619,0.9893323898445292,1.0,1.0
7,GIPR,-0.04506913,1.3130755,0.9640522077447619,0.9893323898445292,1.0,1.0
7,HOXB4,-0.04506913,1.2843318,0.9640522077447619,0.9893323898445292,1.0,1.0
7,CD300C,-0.04506913,1.2793852,0.9640522077447619,0.9893323898445292,1.0,1.0
7,C21orf62,-0.04506913,1.2742066,0.9640522077447619,0.9893323898445292,1.0,1.0
7,C21orf62-AS1,-0.04506913,1.30273,0.9640522077447619,0.9893323898445292,1.0,1.0
7,DCT,-0.047100935,,0.9624327827845045,0.9893323898445292,1.0,1.0
7,MEI1,-0.047224075,,0.9623346407308021,0.9893323898445292,1.0,1.0
7,RP11-799D4.4,-0.04882489,1.3629907,0.9610588465077244,0.9893323898445292,1.0,1.0
7,RASGEF1A,-0.04882489,1.3833171,0.9610588465077244,0.9893323898445292,1.0,1.0
7,RP11-165J3.6,-0.04882489,1.3628317,0.9610588465077244,0.9893323898445292,1.0,1.0
7,PNPLA7,-0.04882489,1.386237,0.9610588465077244,0.9893323898445292,1.0,1.0
7,ZNF280B,-0.04882489,1.3579887,0.9610588465077244,0.9893323898445292,1.0,1.0
7,RP13-580F15.2,-0.04882489,1.3767983,0.9610588465077244,0.9893323898445292,1.0,1.0
7,SAMD10,-0.04882489,1.3644828,0.9610588465077244,0.9893323898445292,1.0,1.0
7,MSS51,-0.04882489,1.3816819,0.9610588465077244,0.9893323898445292,1.0,1.0
7,RP11-88E10.5,-0.04882489,1.3869458,0.9610588465077244,0.9893323898445292,1.0,1.0
7,CTC-250I14.6,-0.04882489,1.3662485,0.9610588465077244,0.9893323898445292,1.0,1.0
7,RP11-147L13.2,-0.04882489,1.3741356,0.9610588465077244,0.9893323898445292,1.0,1.0
7,BRWD1-AS2,-0.04882489,1.3971448,0.9610588465077244,0.9893323898445292,1.0,1.0
7,AGMAT,-0.04882489,1.381708,0.9610588465077244,0.9893323898445292,1.0,1.0
7,RP13-143G15.4,-0.04882489,1.3782175,0.9610588465077244,0.9893323898445292,1.0,1.0
7,LINC00504,-0.04882489,1.383577,0.9610588465077244,0.9893323898445292,1.0,1.0
7,USP3-AS1,-0.04882489,1.3759491,0.9610588465077244,0.9893323898445292,1.0,1.0
7,ZNF418,-0.04882489,1.3675008,0.9610588465077244,0.9893323898445292,1.0,1.0
7,SPDYE16,-0.04882489,1.3517597,0.9610588465077244,0.9893323898445292,1.0,1.0
7,CTBP1-AS,-0.04882489,1.3831383,0.9610588465077244,0.9893323898445292,1.0,1.0
7,RP11-84G21.1,-0.04882489,1.3764849,0.9610588465077244,0.9893323898445292,1.0,1.0
7,RP11-467D6.1,-0.04882489,1.3796895,0.9610588465077244,0.9893323898445292,1.0,1.0
7,RP11-295I5.3,-0.04882489,1.3479455,0.9610588465077244,0.9893323898445292,1.0,1.0
7,RP5-892K4.1,-0.04882489,1.3803211,0.9610588465077244,0.9893323898445292,1.0,1.0
7,AFF2,-0.04882489,1.3688513,0.9610588465077244,0.9893323898445292,1.0,1.0
7,IL18RAP,-0.04882489,1.370747,0.9610588465077244,0.9893323898445292,1.0,1.0
7,PGLYRP2,-0.04882489,1.3565918,0.9610588465077244,0.9893323898445292,1.0,1.0
